Fecha,Perfil,Tipo de Alimento,Cantidad Consumida (gr),Gasto Diario ($)
2024-08-24,Perro Coco,Beneful,317,21.113287735293394
2024-08-24,Gato Simba,Brit Care,414,58.21433074730273
2024-08-25,Perro Max,Beneful,412,61.12108467586714
2024-08-25,Gato Luna,Pedigri,269,18.88422148002698
2024-08-25,Perro Coco,Pedigri,465,53.674603683110725
2024-08-25,Gato Simba,Brit Care,150,14.104851275525235
2024-08-26,Perro Max,Beneful,415,24.213759527059405
2024-08-26,Gato Luna,Pedigri,61,7.562355025721797
2024-08-26,Perro Coco,Brit Care,65,9.674703931178495
2024-08-26,Gato Simba,Pedigri,424,26.3911972904191
2024-08-27,Perro Max,Beneful,318,26.171756108681603
2024-08-27,Gato Luna,Beneful,272,31.446845290159793
2024-08-27,Perro Coco,Brit Care,374,39.634862568075505
2024-08-27,Gato Simba,Pedigri,245,29.874163748044385
2024-08-28,Perro Max,Beneful,203,11.7619536682535
2024-08-28,Gato Luna,Pedigri,276,18.972569657093267
2024-08-28,Perro Coco,Pedigri,314,41.418594335256
2024-08-28,Gato Simba,Beneful,183,22.1474432148066
2024-08-29,Perro Max,Pedigri,444,62.2175428783944
2024-08-29,Gato Luna,Pedigri,262,19.7632359068719
2024-08-29,Perro Coco,Beneful,180,24.836794451130515
2024-08-29,Gato Simba,Beneful,326,19.98194859420426
2024-08-30,Perro Max,Beneful,239,29.13595099175715
2024-08-30,Gato Luna,Brit Care,229,32.18274112096323
2024-08-30,Perro Coco,Brit Care,480,33.18050005990016
2024-08-30,Gato Simba,Brit Care,490,45.839767265509806
2024-08-31,Perro Max,Beneful,322,43.19461120932926
2024-08-31,Gato Luna,Brit Care,399,59.01628702680466
2024-08-31,Perro Coco,Brit Care,338,21.167748264880192
2024-08-31,Gato Simba,Beneful,115,9.371575269049128
2024-09-01,Perro Max,Brit Care,472,31.48863094144164
2024-09-01,Gato Luna,Pedigri,296,23.06657221825055
2024-09-01,Perro Coco,Brit Care,116,13.852146652714039
2024-09-01,Gato Simba,Pedigri,352,28.346935819724944
2024-09-02,Perro Max,Brit Care,70,3.7323254819369835
2024-09-02,Gato Luna,Pedigri,486,56.04371161982036
2024-09-02,Perro Coco,Beneful,450,56.972914944088615
2024-09-02,Gato Simba,Brit Care,301,35.06604559462746
2024-09-03,Perro Max,Beneful,164,23.077998503575607
2024-09-03,Gato Luna,Brit Care,268,28.419808910275787
2024-09-03,Perro Coco,Brit Care,403,38.16633841539895
2024-09-03,Gato Simba,Beneful,191,26.063164941882995
2024-09-04,Perro Max,Beneful,84,7.667193485834619
2024-09-04,Gato Luna,Brit Care,383,37.498383416858346
2024-09-04,Perro Coco,Pedigri,330,30.407653372115163
2024-09-04,Gato Simba,Beneful,203,29.764741237348
2024-09-05,Perro Max,Beneful,481,58.08980849650276
2024-09-05,Gato Luna,Beneful,484,64.18029010066208
2024-09-05,Perro Coco,Brit Care,250,33.486522737519174
2024-09-05,Gato Simba,Pedigri,376,42.16255309673271
2024-09-06,Perro Max,Pedigri,300,33.84714331389844
2024-09-06,Gato Luna,Pedigri,324,44.47722440194254
2024-09-06,Perro Coco,Beneful,169,20.342293019087446
2024-09-06,Gato Simba,Pedigri,213,12.70618421516289
2024-09-07,Perro Max,Beneful,314,16.089486739107684
2024-09-07,Gato Luna,Pedigri,191,20.978627950087194
2024-09-07,Perro Coco,Brit Care,492,60.52811043683518
2024-09-07,Gato Simba,Pedigri,245,13.830036145604605
2024-09-08,Perro Max,Beneful,410,34.04672815890673
2024-09-08,Gato Luna,Beneful,474,70.57994418579825
2024-09-08,Perro Coco,Brit Care,232,23.926543277178972
2024-09-08,Gato Simba,Beneful,418,32.82513614333583
2024-09-09,Perro Max,Brit Care,316,47.255825511645384
2024-09-09,Gato Luna,Beneful,304,35.228282132258144
2024-09-09,Perro Coco,Pedigri,221,13.590019235016428
2024-09-09,Gato Simba,Pedigri,250,35.24067048591481
2024-09-10,Perro Max,Brit Care,265,38.57934881859994
2024-09-10,Gato Luna,Pedigri,392,36.472754484582815
2024-09-10,Perro Coco,Beneful,125,12.055415452819286
2024-09-10,Gato Simba,Brit Care,410,34.473443691383714
2024-09-11,Perro Max,Pedigri,455,50.37257583170331
2024-09-11,Gato Luna,Brit Care,87,9.497765312065031
2024-09-11,Perro Coco,Pedigri,228,16.813483078945584
2024-09-11,Gato Simba,Brit Care,397,23.987724671491407
2024-09-12,Perro Max,Beneful,125,12.345838357765805
2024-09-12,Gato Luna,Beneful,243,18.74912098345027
2024-09-12,Perro Coco,Brit Care,488,72.41140726734537
2024-09-12,Gato Simba,Brit Care,471,26.89090737990073
2024-09-13,Perro Max,Pedigri,259,22.32199511401309
2024-09-13,Gato Luna,Beneful,267,37.57705039783301
2024-09-13,Perro Coco,Brit Care,429,41.59763213380241
2024-09-13,Gato Simba,Pedigri,142,13.816193114556244
2024-09-14,Perro Max,Brit Care,473,45.868879989459344
2024-09-14,Gato Luna,Pedigri,389,27.5020113012548
2024-09-14,Perro Coco,Pedigri,238,12.031038020018016
2024-09-14,Gato Simba,Beneful,418,30.057076220457656
2024-09-15,Perro Max,Brit Care,453,27.54356666212032
2024-09-15,Gato Luna,Beneful,344,44.808947377545564
2024-09-15,Perro Coco,Pedigri,241,24.405292195549634
2024-09-15,Gato Simba,Brit Care,359,51.3999585276381
2024-09-16,Perro Max,Pedigri,393,23.07274573507382
2024-09-16,Gato Luna,Pedigri,66,4.051333396945569
2024-09-16,Perro Coco,Brit Care,108,10.880048938152335
2024-09-16,Gato Simba,Pedigri,88,8.743209906993044
2024-09-17,Perro Max,Brit Care,196,18.631701572069424
2024-09-17,Gato Luna,Brit Care,95,6.3194374237095765
2024-09-17,Perro Coco,Brit Care,381,52.66405098721369
2024-09-17,Gato Simba,Pedigri,158,17.504902382633116
2024-09-18,Perro Max,Pedigri,350,42.64502304365573
2024-09-18,Gato Luna,Beneful,57,7.768418866600751
2024-09-18,Perro Coco,Beneful,392,47.728827289478495
2024-09-18,Gato Simba,Brit Care,264,14.27075067117959
2024-09-19,Perro Max,Beneful,195,11.98250894228515
2024-09-19,Gato Luna,Beneful,210,20.08096668806638
2024-09-19,Perro Coco,Beneful,196,21.48790176966322
2024-09-19,Gato Simba,Pedigri,274,24.776168592251334
2024-09-20,Perro Max,Brit Care,192,23.99713467718015
2024-09-20,Gato Luna,Beneful,496,56.84637028025112
2024-09-20,Perro Coco,Beneful,499,69.26314931156986
2024-09-20,Gato Simba,Pedigri,315,31.567838713802583
2024-09-21,Perro Max,Brit Care,167,10.282818031534381
2024-09-21,Gato Luna,Brit Care,77,5.173233306218627
2024-09-21,Perro Coco,Beneful,204,25.3160175056014
2024-09-21,Gato Simba,Pedigri,215,28.573881249728057
2024-09-22,Perro Max,Beneful,345,45.54043570461778
2024-09-22,Gato Luna,Pedigri,317,25.202790432636753
2024-09-22,Perro Coco,Pedigri,360,38.77919592244383
2024-09-22,Gato Simba,Beneful,406,25.293933782024073
2024-09-23,Perro Max,Pedigri,176,14.839745415838786
2024-09-23,Gato Luna,Brit Care,457,52.65972834065164
2024-09-23,Perro Coco,Pedigri,487,65.83466823576124
2024-09-23,Gato Simba,Brit Care,478,37.063220129409004
2024-09-24,Perro Max,Pedigri,171,18.64388278449903
2024-09-24,Gato Luna,Beneful,337,44.56563399262098
2024-09-24,Perro Coco,Brit Care,90,8.378866984619666
2024-09-24,Gato Simba,Brit Care,97,4.969404119255933
2024-09-25,Perro Max,Brit Care,362,19.092615221010206
2024-09-25,Gato Luna,Pedigri,457,39.96706693681955
2024-09-25,Perro Coco,Pedigri,56,3.5985272068586887
2024-09-25,Gato Simba,Pedigri,242,35.00879530264382
2024-09-26,Perro Max,Brit Care,206,20.955131263315238
2024-09-26,Gato Luna,Beneful,468,39.340274996004446
2024-09-26,Perro Coco,Brit Care,175,19.179804738210933
2024-09-26,Gato Simba,Pedigri,343,46.206884496496826
2024-09-27,Perro Max,Beneful,225,16.152582470737276
2024-09-27,Gato Luna,Beneful,370,22.394589852289457
2024-09-27,Perro Coco,Pedigri,414,60.94184561895887
2024-09-27,Gato Simba,Beneful,425,62.79171501459063
2024-09-28,Perro Max,Brit Care,124,7.88378418359282
2024-09-28,Gato Luna,Beneful,204,14.460827042397097
2024-09-28,Perro Coco,Brit Care,497,45.433266149112875
2024-09-28,Gato Simba,Brit Care,355,28.868822267991177
2024-09-29,Perro Max,Pedigri,448,44.25573363421981
2024-09-29,Gato Luna,Beneful,171,10.535976219428989
2024-09-29,Perro Coco,Beneful,173,14.081624210628203
2024-09-29,Gato Simba,Brit Care,183,20.183854639574147
2024-09-30,Perro Max,Pedigri,418,24.586831218416595
2024-09-30,Gato Luna,Brit Care,480,31.276046057754236
2024-09-30,Perro Coco,Pedigri,158,23.237726028100518
2024-09-30,Gato Simba,Beneful,117,17.31727521124107
2024-10-01,Perro Max,Pedigri,354,36.54191660267375
2024-10-01,Gato Luna,Pedigri,391,29.204080382702596
2024-10-01,Perro Coco,Brit Care,484,41.43938532049155
2024-10-01,Gato Simba,Beneful,465,56.21913817934698
2024-10-02,Perro Max,Beneful,390,32.85547117455382
2024-10-02,Gato Luna,Pedigri,349,46.441029017150676
2024-10-02,Perro Coco,Brit Care,434,46.8922938831264
2024-10-02,Gato Simba,Pedigri,446,50.23005073537944
2024-10-03,Perro Max,Brit Care,484,62.06759514586823
2024-10-03,Gato Luna,Brit Care,301,24.094730506573015
2024-10-03,Perro Coco,Beneful,298,38.51713748049499
2024-10-03,Gato Simba,Brit Care,214,26.33950581443271
2024-10-04,Perro Max,Pedigri,194,23.49116350363699
2024-10-04,Gato Luna,Beneful,196,12.394498629085462
2024-10-04,Perro Coco,Brit Care,166,18.2454017116694
2024-10-04,Gato Simba,Beneful,222,21.277954625437523
2024-10-05,Perro Max,Beneful,198,24.66802876481484
2024-10-05,Gato Luna,Brit Care,54,6.9887375777667895
2024-10-05,Perro Coco,Pedigri,95,5.0773819645375005
2024-10-05,Gato Simba,Beneful,66,9.564140144390308
2024-10-06,Perro Max,Beneful,353,20.95663645091863
2024-10-06,Gato Luna,Beneful,232,20.307653863734764
2024-10-06,Perro Coco,Beneful,124,8.719966329467482
2024-10-06,Gato Simba,Brit Care,448,49.537837580629734
2024-10-07,Perro Max,Pedigri,291,35.66834907970052
2024-10-07,Gato Luna,Pedigri,268,24.323256789778295
2024-10-07,Perro Coco,Brit Care,224,28.325422600265675
2024-10-07,Gato Simba,Brit Care,414,40.426412088421316
2024-10-08,Perro Max,Brit Care,378,21.148025303183214
2024-10-08,Gato Luna,Pedigri,386,44.01165482620148
2024-10-08,Perro Coco,Pedigri,401,29.689333786849303
2024-10-08,Gato Simba,Brit Care,343,25.932431483099933
2024-10-09,Perro Max,Pedigri,62,9.12350486282165
2024-10-09,Gato Luna,Pedigri,336,41.46340002300069
2024-10-09,Perro Coco,Beneful,71,8.432826501256981
2024-10-09,Gato Simba,Brit Care,372,44.36220645318041
2024-10-10,Perro Max,Beneful,369,29.497697210915035
2024-10-10,Gato Luna,Beneful,218,16.976965218637257
2024-10-10,Perro Coco,Beneful,106,13.709976551636686
2024-10-10,Gato Simba,Brit Care,68,4.764426918345577
2024-10-11,Perro Max,Beneful,162,9.55495689938094
2024-10-11,Gato Luna,Beneful,184,10.012579625672096
2024-10-11,Perro Coco,Pedigri,86,10.668094734800265
2024-10-11,Gato Simba,Pedigri,190,23.81513052288241
2024-10-12,Perro Max,Pedigri,237,27.4574102213803
2024-10-12,Gato Luna,Brit Care,306,41.18519605413859
2024-10-12,Perro Coco,Beneful,240,14.126513135272297
2024-10-12,Gato Simba,Pedigri,339,19.582312445367414
2024-10-13,Perro Max,Beneful,407,32.809789773799444
2024-10-13,Gato Luna,Brit Care,447,58.47811388741223
2024-10-13,Perro Coco,Pedigri,339,17.156408565330544
2024-10-13,Gato Simba,Brit Care,172,23.545841139201293
2024-10-14,Perro Max,Beneful,473,28.991666699048334
2024-10-14,Gato Luna,Beneful,283,21.005143464435243
2024-10-14,Perro Coco,Beneful,237,15.291157355366447
2024-10-14,Gato Simba,Beneful,62,7.23449741028846
2024-10-15,Perro Max,Brit Care,339,26.476052513005392
2024-10-15,Gato Luna,Brit Care,169,15.296235537515873
2024-10-15,Perro Coco,Brit Care,167,13.718978210839628
2024-10-15,Gato Simba,Pedigri,344,24.97539752487039
2024-10-16,Perro Max,Pedigri,207,30.614909084118544
2024-10-16,Gato Luna,Pedigri,452,38.773196601932405
2024-10-16,Perro Coco,Pedigri,330,20.556382389357793
2024-10-16,Gato Simba,Pedigri,232,23.271547658092206
2024-10-17,Perro Max,Beneful,123,13.356136897978285
2024-10-17,Gato Luna,Beneful,101,11.48461745451714
2024-10-17,Perro Coco,Beneful,63,6.067988115533454
2024-10-17,Gato Simba,Beneful,102,13.300376777035705
2024-10-18,Perro Max,Beneful,79,8.059342149254933
2024-10-18,Gato Luna,Pedigri,108,13.773738424353864
2024-10-18,Perro Coco,Beneful,61,6.079842079189473
2024-10-18,Gato Simba,Beneful,339,21.486781505689596
2024-10-19,Perro Max,Beneful,176,9.756243812883108
2024-10-19,Gato Luna,Pedigri,128,7.715177631391019
2024-10-19,Perro Coco,Pedigri,398,21.764705959398604
2024-10-19,Gato Simba,Beneful,343,47.87342669926773
2024-10-20,Perro Max,Beneful,313,15.769563579213653
2024-10-20,Gato Luna,Pedigri,477,59.191123478453804
2024-10-20,Perro Coco,Pedigri,205,12.338793955353278
2024-10-20,Gato Simba,Pedigri,156,12.018135267598598
2024-10-21,Perro Max,Brit Care,211,17.16164106104652
2024-10-21,Gato Luna,Beneful,448,64.64567499335871
2024-10-21,Perro Coco,Brit Care,226,19.827288747782912
2024-10-21,Gato Simba,Brit Care,470,28.953066023363956
2024-10-22,Perro Max,Brit Care,267,28.425595661626925
2024-10-22,Gato Luna,Brit Care,266,32.02259863747321
2024-10-22,Perro Coco,Beneful,224,14.939749187937252
2024-10-22,Gato Simba,Pedigri,284,33.12534574562106
2024-10-23,Perro Max,Pedigri,73,9.205575868830715
2024-10-23,Gato Luna,Pedigri,480,69.31115065743406
2024-10-23,Perro Coco,Pedigri,70,6.827846254950516
2024-10-23,Gato Simba,Brit Care,189,28.33991209127542
2024-10-24,Perro Max,Pedigri,150,14.978561992585638
2024-10-24,Gato Luna,Brit Care,77,10.516815272212133
2024-10-24,Perro Coco,Brit Care,352,21.506408865397216
2024-10-24,Gato Simba,Beneful,276,24.006845865246074
2024-10-25,Perro Max,Brit Care,62,5.68232747780405
2024-10-25,Gato Luna,Pedigri,149,20.12018521668644
2024-10-25,Perro Coco,Pedigri,378,51.77704807856867
2024-10-25,Gato Simba,Beneful,489,56.12317406497686
2024-10-26,Perro Max,Pedigri,392,43.423883192306725
2024-10-26,Gato Luna,Beneful,442,28.137759941381827
2024-10-26,Perro Coco,Brit Care,341,42.236173322312474
2024-10-26,Gato Simba,Beneful,477,42.69774429306871
2024-10-27,Perro Max,Beneful,487,52.55583493674897
2024-10-27,Gato Luna,Pedigri,301,16.34450925119488
2024-10-27,Perro Coco,Pedigri,362,47.90380135950998
2024-10-27,Gato Simba,Beneful,187,19.51916711109864
2024-10-28,Perro Max,Brit Care,102,12.118053327127342
2024-10-28,Gato Luna,Pedigri,214,30.196870239222008
2024-10-28,Perro Coco,Beneful,386,24.100620201419698
2024-10-28,Gato Simba,Beneful,212,21.048729190285865
2024-10-29,Perro Max,Brit Care,151,15.567158944022617
2024-10-29,Gato Luna,Beneful,421,21.46779286948188
2024-10-29,Perro Coco,Brit Care,458,67.02826523265155
2024-10-29,Gato Simba,Beneful,279,35.21842199341209
2024-10-30,Perro Max,Brit Care,205,15.728678910768704
2024-10-30,Gato Luna,Pedigri,153,9.662229483820584
2024-10-30,Perro Coco,Brit Care,230,13.256853734803487
2024-10-30,Gato Simba,Brit Care,271,23.515581936818478
2024-10-31,Perro Max,Pedigri,183,17.11978954614109
2024-10-31,Gato Luna,Pedigri,202,25.71746585315716
2024-10-31,Perro Coco,Beneful,56,4.7493353217424135
2024-10-31,Gato Simba,Beneful,61,3.058257116864356
2024-11-01,Perro Max,Brit Care,422,48.380558897120665
2024-11-01,Gato Luna,Brit Care,277,37.31358490745402
2024-11-01,Perro Coco,Pedigri,209,29.229916637704143
2024-11-01,Gato Simba,Pedigri,266,21.044436991085764
2024-11-02,Perro Max,Pedigri,263,17.156220762928452
2024-11-02,Gato Luna,Brit Care,462,33.6444737934089
2024-11-02,Perro Coco,Beneful,275,27.062119417030544
2024-11-02,Gato Simba,Brit Care,173,16.846910031284477
2024-11-03,Perro Max,Beneful,53,7.726285945237481
2024-11-03,Gato Luna,Pedigri,168,21.591184324893263
2024-11-03,Perro Coco,Beneful,380,55.585197309621826
2024-11-03,Gato Simba,Beneful,282,19.880470108656223
2024-11-04,Perro Max,Beneful,248,15.891913132538368
2024-11-04,Gato Luna,Beneful,74,9.481781732530056
2024-11-04,Perro Coco,Pedigri,388,25.102153132022536
2024-11-04,Gato Simba,Pedigri,409,57.52261742410047
2024-11-05,Perro Max,Brit Care,461,52.683951972288035
2024-11-05,Gato Luna,Pedigri,98,14.184473445947178
2024-11-05,Perro Coco,Beneful,265,32.46200100298739
2024-11-05,Gato Simba,Pedigri,96,5.382037690238095
2024-11-06,Perro Max,Beneful,291,34.63180984472124
2024-11-06,Gato Luna,Beneful,54,5.385487209312451
2024-11-06,Perro Coco,Pedigri,297,18.837963071797585
2024-11-06,Gato Simba,Beneful,471,48.4969729978387
2024-11-07,Perro Max,Brit Care,273,27.316477492523518
2024-11-07,Gato Luna,Pedigri,95,5.474272570748863
2024-11-07,Perro Coco,Beneful,111,14.507316948812326
2024-11-07,Gato Simba,Beneful,127,13.291529703810145
2024-11-08,Perro Max,Pedigri,272,14.79407843988974
2024-11-08,Gato Luna,Beneful,55,5.2004790130803995
2024-11-08,Perro Coco,Pedigri,284,33.35151100426651
2024-11-08,Gato Simba,Pedigri,289,43.20496157349519
2024-11-09,Perro Max,Beneful,60,5.351149778454474
2024-11-09,Gato Luna,Beneful,218,15.192980357084739
2024-11-09,Perro Coco,Brit Care,301,44.99406074837513
2024-11-09,Gato Simba,Brit Care,139,14.21330206257554
2024-11-10,Perro Max,Brit Care,406,38.0420329580242
2024-11-10,Gato Luna,Brit Care,360,25.702453392776526
2024-11-10,Perro Coco,Beneful,203,10.438058002734074
2024-11-10,Gato Simba,Brit Care,334,47.02381971223929
2024-11-11,Perro Max,Beneful,322,47.01636646185539
2024-11-11,Gato Luna,Pedigri,385,56.87635445767289
2024-11-11,Perro Coco,Brit Care,57,3.7715271865506828
2024-11-11,Gato Simba,Beneful,401,32.480997480588755
2024-11-12,Perro Max,Beneful,370,35.45468206453485
2024-11-12,Gato Luna,Pedigri,236,34.45995971959839
2024-11-12,Perro Coco,Beneful,391,52.98859311421827
2024-11-12,Gato Simba,Pedigri,470,23.924808046726735
2024-11-13,Perro Max,Pedigri,205,14.937873981873981
2024-11-13,Gato Luna,Brit Care,265,34.66410098242949
2024-11-13,Perro Coco,Beneful,104,12.780158999607448
2024-11-13,Gato Simba,Brit Care,327,30.368556086256376
2024-11-14,Perro Max,Pedigri,398,39.03942783479976
2024-11-14,Gato Luna,Pedigri,222,13.730758243878965
2024-11-14,Perro Coco,Pedigri,487,43.72464366195504
2024-11-14,Gato Simba,Brit Care,83,12.3940166280106
2024-11-15,Perro Max,Pedigri,142,13.93800063191713
2024-11-15,Gato Luna,Brit Care,453,56.818203292620126
2024-11-15,Perro Coco,Brit Care,148,21.473743198637717
2024-11-15,Gato Simba,Brit Care,395,33.85628579236986
2024-11-16,Perro Max,Beneful,222,16.672230708423065
2024-11-16,Gato Luna,Pedigri,140,12.818454542702698
2024-11-16,Perro Coco,Pedigri,163,22.85645337643448
2024-11-16,Gato Simba,Beneful,414,61.03901068132126
2024-11-17,Perro Max,Brit Care,315,42.20420910758423
2024-11-17,Gato Luna,Pedigri,154,11.221893904765617
2024-11-17,Perro Coco,Pedigri,450,29.168006770347546
2024-11-17,Gato Simba,Pedigri,474,68.75176468526901
2024-11-18,Perro Max,Pedigri,305,28.566732787947362
2024-11-18,Gato Luna,Brit Care,198,20.1306280274801
2024-11-18,Perro Coco,Beneful,420,32.864834770859794
2024-11-18,Gato Simba,Brit Care,352,49.412266526485006
2024-11-19,Perro Max,Beneful,89,8.018381686010116
2024-11-19,Gato Luna,Beneful,181,23.949211035830356
2024-11-19,Perro Coco,Brit Care,291,20.50619117356696
2024-11-19,Gato Simba,Pedigri,441,30.258593090922645
2024-11-20,Perro Max,Brit Care,161,21.815986246080953
2024-11-20,Gato Luna,Beneful,373,29.66251923286365
2024-11-20,Perro Coco,Brit Care,470,45.120112592297545
2024-11-20,Gato Simba,Brit Care,329,43.64996866806352
2024-11-21,Perro Max,Brit Care,238,29.196631535203082
2024-11-21,Gato Luna,Pedigri,73,6.223999023280665
2024-11-21,Perro Coco,Brit Care,339,46.642436531228235
2024-11-21,Gato Simba,Brit Care,230,17.996865806510083
2024-11-22,Perro Max,Brit Care,414,22.255443142514768
2024-11-22,Gato Luna,Beneful,230,29.107575261864795
2024-11-22,Perro Coco,Pedigri,298,16.727662478169822
2024-11-22,Gato Simba,Beneful,406,49.6590079196317
2024-11-23,Perro Max,Brit Care,152,12.223820538471468
2024-11-23,Gato Luna,Pedigri,261,19.063874881262834
2024-11-23,Perro Coco,Brit Care,391,48.067381448840656
2024-11-23,Gato Simba,Beneful,469,58.24493773436374
2024-11-24,Perro Max,Pedigri,446,41.149262186806965
2024-11-24,Gato Luna,Beneful,79,6.519831558781945
2024-11-24,Perro Coco,Pedigri,161,21.20014941074074
2024-11-24,Gato Simba,Beneful,234,20.380019590891706
2024-11-25,Perro Max,Brit Care,96,12.544257789069498
2024-11-25,Gato Luna,Brit Care,65,8.152613687933526
2024-11-25,Perro Coco,Pedigri,359,39.15389824040749
2024-11-25,Gato Simba,Pedigri,321,18.56843170377968
2024-11-26,Perro Max,Brit Care,475,57.44273935244895
2024-11-26,Gato Luna,Brit Care,211,27.021329237679257
2024-11-26,Perro Coco,Pedigri,188,21.21456009147718
2024-11-26,Gato Simba,Beneful,322,35.470034913454334
2024-11-27,Perro Max,Brit Care,202,12.724815719812412
2024-11-27,Gato Luna,Pedigri,151,19.339050983333603
2024-11-27,Perro Coco,Brit Care,266,17.8775734992539
2024-11-27,Gato Simba,Pedigri,432,57.34827301852316
2024-11-28,Perro Max,Brit Care,145,8.674407386741668
2024-11-28,Gato Luna,Beneful,50,3.1101524716092435
2024-11-28,Perro Coco,Beneful,216,29.17018687883409
2024-11-28,Gato Simba,Pedigri,130,6.901152756004942
2024-11-29,Perro Max,Pedigri,122,10.313171817387632
2024-11-29,Gato Luna,Beneful,389,57.51464072033757
2024-11-29,Perro Coco,Brit Care,386,46.36515665738403
2024-11-29,Gato Simba,Brit Care,158,22.8640325403146
2024-11-30,Perro Max,Pedigri,386,33.98798360097793
2024-11-30,Gato Luna,Brit Care,149,19.164464218689762
2024-11-30,Perro Coco,Beneful,418,21.953084703495787
2024-11-30,Gato Simba,Brit Care,127,15.286987201288946
2024-12-01,Perro Max,Beneful,211,19.784654023927093
2024-12-01,Gato Luna,Brit Care,462,60.85132016112003
2024-12-01,Perro Coco,Pedigri,482,50.16340613581562
2024-12-01,Gato Simba,Pedigri,242,19.57379306097765
2024-12-02,Perro Max,Beneful,62,9.061382701695125
2024-12-02,Gato Luna,Beneful,196,17.572452167003277
2024-12-02,Perro Coco,Brit Care,92,12.560720981961994
2024-12-02,Gato Simba,Brit Care,477,37.685171874608244
2024-12-03,Perro Max,Beneful,420,42.06364938214882
2024-12-03,Gato Luna,Brit Care,255,28.684289539978472
2024-12-03,Perro Coco,Brit Care,163,21.725135141648817
2024-12-03,Gato Simba,Brit Care,228,11.67717438968442
2024-12-04,Perro Max,Pedigri,162,8.420689665225522
2024-12-04,Gato Luna,Pedigri,380,26.274251858982616
2024-12-04,Perro Coco,Pedigri,439,36.614793492858965
2024-12-04,Gato Simba,Pedigri,461,41.69871247495539
2024-12-05,Perro Max,Beneful,425,54.559793305574566
2024-12-05,Gato Luna,Beneful,99,9.234392108032699
2024-12-05,Perro Coco,Brit Care,263,21.893596933011125
2024-12-05,Gato Simba,Beneful,96,8.46183399756779
2024-12-06,Perro Max,Pedigri,190,24.412374636218722
2024-12-06,Gato Luna,Brit Care,128,7.887244243525709
2024-12-06,Perro Coco,Brit Care,452,58.09415028052388
2024-12-06,Gato Simba,Pedigri,297,44.26374492535164
2024-12-07,Perro Max,Beneful,368,34.29829653547782
2024-12-07,Gato Luna,Pedigri,441,25.02686230875655
2024-12-07,Perro Coco,Pedigri,251,17.05205351850648
2024-12-07,Gato Simba,Beneful,107,6.562347500583868
2024-12-08,Perro Max,Beneful,218,26.985892669394413
2024-12-08,Gato Luna,Beneful,474,33.39048320520852
2024-12-08,Perro Coco,Pedigri,253,14.523268113182406
2024-12-08,Gato Simba,Brit Care,315,32.028883082536986
2024-12-09,Perro Max,Brit Care,257,29.059002108780774
2024-12-09,Gato Luna,Beneful,215,31.573552631547685
2024-12-09,Perro Coco,Brit Care,488,28.156597992770358
2024-12-09,Gato Simba,Pedigri,279,15.856521525192358
2024-12-10,Perro Max,Pedigri,487,58.23533716182017
2024-12-10,Gato Luna,Brit Care,133,7.874866867997602
2024-12-10,Perro Coco,Beneful,463,52.85755737870652
2024-12-10,Gato Simba,Beneful,372,32.48526509801463
2024-12-11,Perro Max,Brit Care,315,29.946623960575764
2024-12-11,Gato Luna,Beneful,282,28.926325391567605
2024-12-11,Perro Coco,Brit Care,307,41.939135951878924
2024-12-11,Gato Simba,Pedigri,132,7.997956618129601
2024-12-12,Perro Max,Beneful,358,51.721558064434255
2024-12-12,Gato Luna,Beneful,484,66.93690112176101
2024-12-12,Perro Coco,Brit Care,297,32.30130037194924
2024-12-12,Gato Simba,Beneful,463,54.63918029619483
2024-12-13,Perro Max,Pedigri,418,37.01864483778409
2024-12-13,Gato Luna,Brit Care,354,36.886448651097716
2024-12-13,Perro Coco,Brit Care,434,31.268992296741402
2024-12-13,Gato Simba,Pedigri,286,31.953321996273555
2024-12-14,Perro Max,Beneful,225,26.212376615349907
2024-12-14,Gato Luna,Beneful,419,52.07436644857465
2024-12-14,Perro Coco,Beneful,468,65.05466879177382
2024-12-14,Gato Simba,Pedigri,176,23.00653201072491
2024-12-15,Perro Max,Brit Care,320,42.152073963738275
2024-12-15,Gato Luna,Brit Care,122,11.448296756375287
2024-12-15,Perro Coco,Brit Care,297,21.656406951060617
2024-12-15,Gato Simba,Brit Care,426,49.87077738128706
2024-12-16,Perro Max,Beneful,261,18.375043775776906
2024-12-16,Gato Luna,Brit Care,418,55.10784787891989
2024-12-16,Perro Coco,Brit Care,485,24.916659369550246
2024-12-16,Gato Simba,Brit Care,274,19.57473763401271
2024-12-17,Perro Max,Pedigri,348,26.015080005740046
2024-12-17,Gato Luna,Brit Care,110,10.172486834675581
2024-12-17,Perro Coco,Beneful,363,39.82457645777793
2024-12-17,Gato Simba,Beneful,143,20.756317155528055
2024-12-18,Perro Max,Beneful,387,50.506995325782135
2024-12-18,Gato Luna,Brit Care,213,30.516733823227813
2024-12-18,Perro Coco,Pedigri,223,20.013093898849743
2024-12-18,Gato Simba,Beneful,370,27.874215292207474
2024-12-19,Perro Max,Brit Care,287,22.715927764510848
2024-12-19,Gato Luna,Beneful,258,36.65577849835462
2024-12-19,Perro Coco,Beneful,156,16.19797831478913
2024-12-19,Gato Simba,Pedigri,493,42.81453175188734
2024-12-20,Perro Max,Beneful,86,10.031582208730788
2024-12-20,Gato Luna,Brit Care,390,35.542239193466614
2024-12-20,Perro Coco,Beneful,412,46.883715622611234
2024-12-20,Gato Simba,Beneful,217,20.453237671479975
